0,1
12.87234,3.62299
1,1
13.91074,4.694889
2,1
14.91222,5.696368
3,1
15.9823,6.766453
4,1
16.68269,7.500103
5,1
17.18511,8.036117
6,1
17.18511,9.204402
7,1
17.1553,10.23463
8,1
17.1553,11.24345
9,1
17.1553,12.15622
10,1
17.1553,13.26507
11,1
17.1553,14.33377
12,1
16.18068,14.33377
13,1
15.12253,14.33377
14,1
14.19966,14.33377
15,1
13.29576,14.33377
16,1
12.19262,14.70545
17,1
11.72075,14.70545
18,1
10.62272,14.70545
19,1
9.550129,15.74391
20,1
8.365144,15.74391
21,1
7.229892,15.74391
22,1
5.985132,14.46586
23,1
4.784015,13.29879
24,1
5.809554,12.30673
25,1
6.656697,12.30673
26,1
6.656697,11.29757
27,1
6.656697,9.293468
28,1
8.075599,9.293468
29,1
8.850136,9.618441
30,1
8.850136,7.513073
31,1
7.71862,6.38156
32,1
6.848592,5.578642
33,1
5.883137,6.75139
